student_id,section,subsection,problem_id,date_attempted,max_points,score
13,Week 1,Lecture 1,lec1_p2,2018-09-27,1,1
13,Week 1,Lecture 1,lec1_p5,2018-09-16,1,0
14,Week 1,Lecture 1,lec1_p3,2018-09-21,1,1
14,Week 1,Lecture 1,lec1_p4,2018-10-13,1,1
17,Week 2,Lecture 3,lec3_p5,2018-09-17,1,1
19,Week 1,Lecture 1,lec1_p2,2018-11-01,1,0
21,Week 1,Lecture 1,lec1_p2,2018-09-17,1,0
23,Week 1,Lecture 1,lec1_p0,2018-09-15,1,1
23,Week 1,Lecture 1,lec1_p1,2018-09-15,1,1
23,Week 1,Lecture 1,lec1_p2,2018-09-15,1,0
23,Week 1,Lecture 1,lec1_p3,2018-09-15,1,1
23,Week 1,Lecture 1,lec1_p4,2018-09-15,1,1
23,Week 1,Lecture 1,lec1_p5,2018-09-15,1,1
23,Week 1,Lecture 1,lec1_p6,2018-09-21,1,1
23,Week 1,Lecture 1,lec1_p7,2018-09-21,1,1
23,Week 1,Lecture 1,lec1_p8,2018-09-21,1,1
23,Week 1,Lecture 2,lec2_p0,2018-09-21,1,0
23,Week 1,Lecture 2,lec2_p1,2018-09-21,1,1
23,Week 1,Lecture 2,lec2_p2,2018-09-21,1,1
23,Week 1,Lecture 2,lec2_p3,2018-09-21,1,1
23,Week 2,Lecture 3,lec3_p0,2018-09-21,1,1
23,Week 2,Lecture 3,lec3_p1,2018-09-21,1,1
23,Week 2,Lecture 3,lec3_p2,2018-09-21,1,1
23,Week 2,Lecture 3,lec3_p3,2018-09-23,1,1
23,Week 2,Lecture 3,lec3_p4,2018-09-26,1,1
23,Week 2,Lecture 3,lec3_p5,2018-09-26,1,1
23,Week 2,Lecture 3,lec3_p6,2018-09-26,1,1
23,Week 2,Lecture 3,lec3_p7,2018-09-26,1,1
23,Week 2,Lecture 3,lec3_p8,2018-09-26,1,0
23,Week 2,Lecture 4,lec4_p0,2018-09-26,1,1
23,Week 2,Lecture 4,lec4_p1,2018-09-26,1,0
23,Week 2,Lecture 4,lec4_p2,2018-10-02,1,1
23,Week 2,Lecture 4,lec4_p3,2018-10-02,1,1
23,Week 2,Lecture 4,lec4_p4,2018-10-02,1,1
23,Week 2,Lecture 4,lec4_p5,2018-10-02,1,0
23,Week 2,Lecture 4,lec4_p6,2018-10-02,1,1
23,Week 2,Lecture 4,lec4_p7,2018-10-02,1,1
23,Week 3,Lecture 5,lec5_p0,2018-10-02,1,1
23,Week 3,Lecture 5,lec5_p1,2018-10-02,1,0
23,Week 3,Lecture 5,lec5_p2,2018-10-02,1,0
23,Week 3,Lecture 5,lec5_p3,2018-10-04,1,1
23,Week 3,Lecture 5,lec5_p4,2018-10-05,1,1
23,Week 3,Lecture 5,lec5_p5,2018-10-05,1,1
23,Week 3,Lecture 6,lec6_p0,2018-10-12,1,1
23,Week 3,Lecture 6,lec6_p1,2018-10-12,1,1
23,Week 3,Lecture 6,lec6_p2,2018-10-12,1,1
23,Week 3,Lecture 6,lec6_p3,2018-10-12,1,1
23,Week 3,Lecture 6,lec6_p4,2018-10-15,1,1
23,Week 3,Lecture 6,lec6_p5,2018-10-15,1,1
23,Week 4,Lecture 7,lec7_p0,2018-10-15,1,0
23,Week 4,Lecture 7,lec7_p1,2018-10-15,1,1
23,Week 4,Lecture 7,lec7_p2,2018-10-17,1,1
23,Week 4,Lecture 7,lec7_p3,2018-10-17,1,1
23,Week 4,Lecture 7,lec7_p4,2018-10-17,1,1
23,Week 4,Lecture 7,lec7_p5,2018-10-17,1,1
23,Week 4,Lecture 7,lec7_p6,2018-10-17,1,0
23,Week 4,Lecture 7,lec7_p7,2018-10-17,1,1
23,Week 4,Lecture 8,lec8_p0,2018-10-17,1,1
23,Week 4,Lecture 8,lec8_p1,2018-10-17,1,1
23,Week 4,Lecture 8,lec8_p2,2018-10-17,1,1
23,Week 4,Lecture 8,lec8_p3,2018-10-18,1,1
23,Week 4,Lecture 8,lec8_p4,2018-10-25,1,1
23,Week 4,Lecture 8,lec8_p5,2018-10-25,1,1
23,Week 5,Lecture 10,lec10_p0,2018-10-25,1,1
23,Week 5,Lecture 10,lec10_p1,2018-10-25,1,1
23,Week 5,Lecture 10,lec10_p2,2018-10-25,1,1
23,Week 5,Lecture 10,lec10_p3,2018-10-25,1,0
23,Week 5,Lecture 10,lec10_p4,2018-10-31,1,1
23,Week 5,Lecture 10,lec10_p5,2018-10-31,1,1
23,Week 5,Lecture 10,lec10_p6,2018-10-31,1,1
23,Week 5,Lecture 9,lec9_p0,2018-10-31,1,1
23,Week 5,Lecture 9,lec9_p1,2018-10-31,1,1
23,Week 5,Lecture 9,lec9_p2,2018-10-31,1,1
23,Week 5,Lecture 9,lec9_p3,2018-11-05,1,1
23,Week 6,Lecture 11,lec11_p0,2018-11-05,1,1
23,Week 6,Lecture 11,lec11_p1,2018-11-05,1,1
23,Week 6,Lecture 11,lec11_p2,2018-11-05,1,1
23,Week 6,Lecture 11,lec11_p3,2018-11-05,1,1
23,Week 6,Lecture 11,lec11_p4,2018-11-06,1,1
23,Week 6,Lecture 11,lec11_p5,2018-11-06,1,1
23,Week 6,Lecture 11,lec11_p6,2018-11-06,1,0
23,Week 6,Lecture 11,lec11_p7,2018-11-06,1,0
23,Week 6,Lecture 11,lec11_p8,2018-11-06,1,1
23,Week 6,Lecture 11,lec11_p9,2018-11-06,1,1
23,Week 6,Lecture 12,lec12_p0,2018-11-06,1,0
23,Week 6,Lecture 12,lec12_p1,2018-11-06,1,1
23,Week 6,Lecture 12,lec12_p2,2018-11-06,1,1
23,Week 6,Lecture 12,lec12_p3,2018-11-06,1,1
23,Week 6,Lecture 12,lec12_p4,2018-11-06,1,1
23,Week 7,Lecture 13,lec13_p0,2018-11-10,1,1
23,Week 7,Lecture 13,lec13_p1,2018-11-10,1,1
23,Week 7,Lecture 13,lec13_p2,2018-11-19,1,1
23,Week 7,Lecture 13,lec13_p3,2018-11-10,1,1
23,Week 7,Lecture 13,lec13_p4,2018-11-19,1,1
23,Week 7,Lecture 13,lec13_p5,2018-11-19,1,1
23,Week 7,Lecture 13,lec13_p6,2018-11-19,1,0
23,Week 7,Lecture 14,lec14_p0,2018-11-19,1,1
23,Week 7,Lecture 14,lec14_p1,2018-11-23,1,0
23,Week 7,Lecture 14,lec14_p2,2018-11-23,1,0
23,Week 7,Lecture 14,lec14_p3,2018-11-23,1,1
23,Week 7,Lecture 14,lec14_p4,2018-12-10,1,1
23,Week 7,Lecture 14,lec14_p5,2018-12-10,1,1
23,Week 8,Lecture 15,lec15_p0,2018-12-10,1,1
23,Week 8,Lecture 15,lec15_p1,2018-12-10,1,0
23,Week 8,Lecture 15,lec15_p2,2018-12-10,1,0
23,Week 8,Lecture 15,lec15_p3,2018-12-11,1,1
23,Week 8,Lecture 15,lec15_p4,2018-12-12,1,0
23,Week 8,Lecture 15,lec15_p5,2018-12-13,1,1
23,Week 8,Lecture 15,lec15_p6,2018-12-13,1,1
23,Week 8,Lecture 16,lec16_p0,2018-12-13,1,0
23,Week 8,Lecture 16,lec16_p1,2018-12-13,1,1
23,Week 8,Lecture 16,lec16_p2,2018-12-13,1,1
23,Week 8,Lecture 16,lec16_p3,2018-12-13,1,1
23,Week 8,Lecture 16,lec16_p4,2018-12-13,1,1
23,Week 8,Lecture 16,lec16_p5,2018-12-13,1,1
24,Week 1,Lecture 1,lec1_p1,2018-09-22,1,1
24,Week 1,Lecture 1,lec1_p2,2018-11-14,1,1
24,Week 1,Lecture 1,lec1_p3,2018-09-22,1,1
24,Week 1,Lecture 1,lec1_p4,2018-09-22,1,1
24,Week 1,Lecture 2,lec2_p1,2018-12-21,1,0
24,Week 2,Lecture 3,lec3_p5,2018-12-21,1,1
27,Week 1,Lecture 1,lec1_p1,2018-12-03,1,1
27,Week 1,Lecture 1,lec1_p3,2018-10-30,1,0
27,Week 1,Lecture 1,lec1_p5,2018-09-18,1,1
27,Week 1,Lecture 1,lec1_p7,2018-12-23,1,0
28,Week 1,Lecture 1,lec1_p4,2018-09-15,1,1
32,Week 1,Lecture 1,lec1_p1,2018-09-21,1,1
32,Week 1,Lecture 1,lec1_p2,2018-09-21,1,0
32,Week 1,Lecture 1,lec1_p8,2018-09-21,1,0
32,Week 1,Lecture 2,lec2_p1,2018-09-21,1,1
33,Week 1,Lecture 1,lec1_p0,2018-11-02,1,1
33,Week 1,Lecture 1,lec1_p6,2018-11-06,1,1
33,Week 1,Lecture 1,lec1_p8,2018-10-01,1,1
33,Week 1,Lecture 2,lec2_p1,2018-10-22,1,1
34,Week 1,Lecture 1,lec1_p3,2018-09-17,1,1
34,Week 1,Lecture 1,lec1_p5,2018-09-28,1,1
36,Week 1,Lecture 1,lec1_p1,2018-10-18,1,1
36,Week 1,Lecture 1,lec1_p5,2018-09-27,1,1
36,Week 1,Lecture 2,lec2_p3,2018-10-18,1,1
38,Week 1,Lecture 1,lec1_p1,2018-12-06,1,1
38,Week 1,Lecture 1,lec1_p7,2018-11-24,1,1
40,Week 1,Lecture 1,lec1_p4,2018-09-20,1,0
41,Week 1,Lecture 1,lec1_p1,2018-10-07,1,1
41,Week 1,Lecture 1,lec1_p2,2018-10-07,1,0
42,Week 1,Lecture 1,lec1_p1,2018-12-03,1,1
42,Week 1,Lecture 1,lec1_p2,2018-11-27,1,1
43,Week 1,Lecture 1,lec1_p3,2018-09-18,1,0
47,Week 1,Lecture 1,lec1_p0,2018-09-16,1,1
47,Week 1,Lecture 1,lec1_p1,2018-09-16,1,1
47,Week 1,Lecture 1,lec1_p2,2018-09-16,1,1
47,Week 1,Lecture 1,lec1_p3,2018-09-16,1,1
47,Week 1,Lecture 1,lec1_p4,2018-09-16,1,0
47,Week 1,Lecture 1,lec1_p5,2018-09-18,1,1
47,Week 1,Lecture 1,lec1_p6,2018-09-18,1,1
47,Week 1,Lecture 1,lec1_p7,2018-09-18,1,1
47,Week 1,Lecture 1,lec1_p8,2018-09-18,1,1
47,Week 1,Lecture 2,lec2_p0,2018-09-19,1,1
47,Week 1,Lecture 2,lec2_p1,2018-09-19,1,1
47,Week 1,Lecture 2,lec2_p2,2018-09-19,1,1
47,Week 1,Lecture 2,lec2_p3,2018-09-21,1,0
47,Week 2,Lecture 3,lec3_p0,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p1,2018-09-21,1,0
47,Week 2,Lecture 3,lec3_p2,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p3,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p4,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p5,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p6,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p7,2018-09-21,1,1
47,Week 2,Lecture 3,lec3_p8,2018-09-21,1,0
47,Week 2,Lecture 4,lec4_p0,2018-09-21,1,1
47,Week 2,Lecture 4,lec4_p1,2018-09-21,1,1
47,Week 2,Lecture 4,lec4_p2,2018-09-21,1,1
47,Week 2,Lecture 4,lec4_p3,2018-09-21,1,1
47,Week 2,Lecture 4,lec4_p4,2018-09-21,1,1
47,Week 2,Lecture 4,lec4_p5,2018-09-21,1,1
47,Week 2,Lecture 4,lec4_p6,2018-09-21,1,0
47,Week 2,Lecture 4,lec4_p7,2018-09-21,1,1
47,Week 3,Lecture 5,lec5_p0,2018-09-21,1,1
47,Week 3,Lecture 5,lec5_p1,2018-09-21,1,0
47,Week 3,Lecture 5,lec5_p2,2018-09-24,1,1
47,Week 3,Lecture 5,lec5_p3,2018-09-24,1,1
47,Week 3,Lecture 5,lec5_p4,2018-09-24,1,1
47,Week 3,Lecture 5,lec5_p5,2018-09-24,1,1
47,Week 3,Lecture 6,lec6_p0,2018-09-24,1,1
47,Week 3,Lecture 6,lec6_p1,2018-09-24,1,1
47,Week 3,Lecture 6,lec6_p2,2018-09-24,1,1
47,Week 3,Lecture 6,lec6_p3,2018-09-24,1,1
47,Week 3,Lecture 6,lec6_p4,2018-09-29,1,1
47,Week 3,Lecture 6,lec6_p5,2018-09-29,1,1
47,Week 4,Lecture 7,lec7_p0,2018-09-29,1,1
47,Week 4,Lecture 7,lec7_p1,2018-09-29,1,1
47,Week 4,Lecture 7,lec7_p2,2018-09-29,1,1
47,Week 4,Lecture 7,lec7_p3,2018-09-29,1,0
47,Week 4,Lecture 7,lec7_p4,2018-09-29,1,1
47,Week 4,Lecture 7,lec7_p5,2018-09-29,1,0
47,Week 4,Lecture 7,lec7_p6,2018-09-29,1,1
47,Week 4,Lecture 7,lec7_p7,2018-09-29,1,1
47,Week 4,Lecture 8,lec8_p0,2018-09-29,1,1
47,Week 4,Lecture 8,lec8_p1,2018-09-29,1,1
47,Week 4,Lecture 8,lec8_p2,2018-09-29,1,1
47,Week 4,Lecture 8,lec8_p3,2018-09-29,1,0
47,Week 4,Lecture 8,lec8_p4,2018-09-29,1,1
47,Week 4,Lecture 8,lec8_p5,2018-09-29,1,1
47,Week 5,Lecture 10,lec10_p0,2018-09-29,1,1
47,Week 5,Lecture 10,lec10_p1,2018-09-29,1,0
47,Week 5,Lecture 10,lec10_p2,2018-09-30,1,1
47,Week 5,Lecture 10,lec10_p3,2018-09-30,1,1
47,Week 5,Lecture 10,lec10_p4,2018-10-02,1,1
47,Week 5,Lecture 10,lec10_p5,2018-10-02,1,1
47,Week 5,Lecture 10,lec10_p6,2018-10-02,1,1
47,Week 5,Lecture 9,lec9_p0,2018-10-03,1,1
47,Week 5,Lecture 9,lec9_p1,2018-10-03,1,1
47,Week 5,Lecture 9,lec9_p2,2018-10-03,1,1
47,Week 5,Lecture 9,lec9_p3,2018-10-06,1,1
47,Week 6,Lecture 11,lec11_p0,2018-10-06,1,0
47,Week 6,Lecture 11,lec11_p1,2018-10-06,1,1
47,Week 6,Lecture 11,lec11_p2,2018-10-06,1,1
47,Week 6,Lecture 11,lec11_p3,2018-10-06,1,1
47,Week 6,Lecture 11,lec11_p4,2018-10-14,1,1
47,Week 6,Lecture 11,lec11_p5,2018-10-14,1,1
47,Week 6,Lecture 11,lec11_p6,2018-10-14,1,1
47,Week 6,Lecture 11,lec11_p7,2018-10-14,1,1
47,Week 6,Lecture 11,lec11_p8,2018-10-14,1,1
47,Week 6,Lecture 11,lec11_p9,2018-10-14,1,1
47,Week 6,Lecture 12,lec12_p0,2018-10-15,1,0
47,Week 6,Lecture 12,lec12_p1,2018-10-15,1,0
47,Week 6,Lecture 12,lec12_p2,2018-10-16,1,0
47,Week 6,Lecture 12,lec12_p3,2018-10-16,1,0
47,Week 6,Lecture 12,lec12_p4,2018-10-18,1,1
47,Week 7,Lecture 13,lec13_p0,2018-10-20,1,0
47,Week 7,Lecture 13,lec13_p1,2018-10-20,1,1
47,Week 7,Lecture 13,lec13_p2,2018-10-20,1,1
47,Week 7,Lecture 13,lec13_p3,2018-10-20,1,0
47,Week 7,Lecture 13,lec13_p4,2018-10-22,1,1
47,Week 7,Lecture 13,lec13_p5,2018-10-22,1,1
47,Week 7,Lecture 13,lec13_p6,2018-10-22,1,1
47,Week 7,Lecture 14,lec14_p0,2018-10-23,1,1
47,Week 7,Lecture 14,lec14_p1,2018-10-23,1,1
47,Week 7,Lecture 14,lec14_p2,2018-10-23,1,1
47,Week 7,Lecture 14,lec14_p3,2018-10-23,1,0
47,Week 7,Lecture 14,lec14_p4,2018-10-23,1,1
47,Week 7,Lecture 14,lec14_p5,2018-10-23,1,1
47,Week 8,Lecture 15,lec15_p0,2018-10-25,1,1
47,Week 8,Lecture 15,lec15_p1,2018-10-25,1,0
47,Week 8,Lecture 15,lec15_p2,2018-10-25,1,1
47,Week 8,Lecture 15,lec15_p3,2018-10-25,1,1
47,Week 8,Lecture 15,lec15_p4,2018-10-25,1,1
47,Week 8,Lecture 15,lec15_p5,2018-10-25,1,1
47,Week 8,Lecture 15,lec15_p6,2018-10-25,1,1
47,Week 8,Lecture 16,lec16_p0,2018-10-25,1,1
47,Week 8,Lecture 16,lec16_p1,2018-10-25,1,1
47,Week 8,Lecture 16,lec16_p2,2018-10-25,1,1
47,Week 8,Lecture 16,lec16_p3,2018-10-25,1,1
47,Week 8,Lecture 16,lec16_p4,2018-10-31,1,0
47,Week 8,Lecture 16,lec16_p5,2018-10-31,1,1
49,Week 1,Lecture 1,lec1_p2,2018-10-14,1,0
49,Week 1,Lecture 1,lec1_p5,2018-10-03,1,1
49,Week 2,Lecture 3,lec3_p0,2018-10-14,1,0
50,Week 1,Lecture 1,lec1_p0,2018-09-15,1,1
50,Week 1,Lecture 1,lec1_p1,2018-09-21,1,1
50,Week 1,Lecture 2,lec2_p1,2018-09-21,1,1
50,Week 1,Lecture 2,lec2_p2,2018-09-15,1,1
51,Week 1,Lecture 1,lec1_p0,2018-09-18,1,0
53,Week 1,Lecture 1,lec1_p2,2018-09-15,1,0
55,Week 1,Lecture 1,lec1_p0,2018-10-12,1,0
55,Week 1,Lecture 1,lec1_p1,2018-11-22,1,0
55,Week 1,Lecture 1,lec1_p2,2018-11-29,1,0
55,Week 1,Lecture 1,lec1_p5,2018-09-25,1,0
57,Week 1,Lecture 2,lec2_p3,2018-09-16,1,1
59,Week 1,Lecture 1,lec1_p0,2018-11-13,1,1
59,Week 1,Lecture 1,lec1_p2,2018-11-13,1,1
59,Week 1,Lecture 1,lec1_p4,2018-09-17,1,0
61,Week 1,Lecture 1,lec1_p0,2018-09-23,1,1
61,Week 1,Lecture 1,lec1_p1,2018-10-29,1,0
61,Week 1,Lecture 1,lec1_p2,2018-10-29,1,0
61,Week 1,Lecture 1,lec1_p3,2018-09-23,1,1
64,Week 1,Lecture 1,lec1_p1,2018-09-19,1,1
64,Week 1,Lecture 1,lec1_p4,2018-09-28,1,0
64,Week 1,Lecture 1,lec1_p6,2018-11-15,1,1
65,Week 1,Lecture 1,lec1_p1,2018-09-15,1,1
65,Week 1,Lecture 1,lec1_p5,2018-09-19,1,1
66,Week 1,Lecture 1,lec1_p3,2018-09-18,1,1
67,Week 1,Lecture 1,lec1_p2,2018-09-15,1,1
67,Week 1,Lecture 2,lec2_p0,2018-09-24,1,1
70,Week 1,Lecture 1,lec1_p1,2018-09-30,1,1
70,Week 1,Lecture 1,lec1_p3,2018-09-16,1,0
73,Week 1,Lecture 1,lec1_p0,2018-09-30,1,1
73,Week 1,Lecture 1,lec1_p1,2018-10-05,1,1
73,Week 1,Lecture 1,lec1_p2,2018-09-30,1,1
73,Week 1,Lecture 1,lec1_p3,2018-09-17,1,0
77,Week 1,Lecture 1,lec1_p0,2018-09-26,1,1
77,Week 1,Lecture 1,lec1_p2,2018-09-21,1,0
78,Week 1,Lecture 1,lec1_p2,2018-09-18,1,0
80,Week 1,Lecture 1,lec1_p1,2018-10-30,1,0
80,Week 1,Lecture 1,lec1_p3,2018-09-22,1,1
80,Week 1,Lecture 1,lec1_p4,2018-11-04,1,1
80,Week 1,Lecture 1,lec1_p6,2018-10-03,1,1
80,Week 2,Lecture 3,lec3_p1,2018-09-26,1,0
83,Week 1,Lecture 1,lec1_p1,2018-10-29,1,1
84,Week 1,Lecture 1,lec1_p0,2018-09-17,1,0
84,Week 1,Lecture 1,lec1_p1,2018-09-17,1,1
84,Week 1,Lecture 1,lec1_p2,2018-09-17,1,0
84,Week 1,Lecture 1,lec1_p3,2018-09-17,1,1
84,Week 1,Lecture 1,lec1_p4,2018-09-20,1,0
84,Week 1,Lecture 1,lec1_p5,2018-09-20,1,1
84,Week 1,Lecture 1,lec1_p6,2018-09-20,1,1
84,Week 1,Lecture 1,lec1_p7,2018-09-20,1,0
84,Week 1,Lecture 1,lec1_p8,2018-09-22,1,0
84,Week 1,Lecture 2,lec2_p0,2018-09-22,1,0
84,Week 1,Lecture 2,lec2_p1,2018-09-22,1,0
84,Week 1,Lecture 2,lec2_p2,2018-09-25,1,0
84,Week 1,Lecture 2,lec2_p3,2018-09-30,1,0
84,Week 2,Lecture 3,lec3_p0,2018-09-30,1,1
84,Week 2,Lecture 3,lec3_p1,2018-09-30,1,0
84,Week 2,Lecture 3,lec3_p2,2018-09-30,1,1
84,Week 2,Lecture 3,lec3_p3,2018-10-01,1,0
84,Week 2,Lecture 3,lec3_p4,2018-10-01,1,1
84,Week 2,Lecture 3,lec3_p5,2018-10-01,1,0
84,Week 2,Lecture 3,lec3_p6,2018-10-01,1,1
84,Week 2,Lecture 3,lec3_p7,2018-10-01,1,0
84,Week 2,Lecture 3,lec3_p8,2018-10-01,1,0
84,Week 2,Lecture 4,lec4_p0,2018-10-01,1,0
84,Week 2,Lecture 4,lec4_p1,2018-10-01,1,0
84,Week 2,Lecture 4,lec4_p2,2018-10-01,1,1
84,Week 2,Lecture 4,lec4_p3,2018-10-03,1,0
84,Week 2,Lecture 4,lec4_p4,2018-10-03,1,1
84,Week 2,Lecture 4,lec4_p5,2018-10-05,1,0
84,Week 2,Lecture 4,lec4_p6,2018-10-05,1,1
84,Week 2,Lecture 4,lec4_p7,2018-10-05,1,0
84,Week 3,Lecture 5,lec5_p0,2018-10-05,1,0
84,Week 3,Lecture 5,lec5_p1,2018-10-05,1,0
84,Week 3,Lecture 5,lec5_p2,2018-10-05,1,0
84,Week 3,Lecture 5,lec5_p3,2018-10-05,1,0
84,Week 3,Lecture 5,lec5_p4,2018-10-05,1,0
84,Week 3,Lecture 5,lec5_p5,2018-10-05,1,1
84,Week 3,Lecture 6,lec6_p0,2018-10-06,1,0
84,Week 3,Lecture 6,lec6_p1,2018-10-06,1,0
84,Week 3,Lecture 6,lec6_p2,2018-10-06,1,1
84,Week 3,Lecture 6,lec6_p3,2018-10-06,1,0
84,Week 3,Lecture 6,lec6_p4,2018-10-06,1,0
84,Week 3,Lecture 6,lec6_p5,2018-10-12,1,1
84,Week 4,Lecture 7,lec7_p0,2018-10-15,1,1
84,Week 4,Lecture 7,lec7_p1,2018-10-15,1,0
84,Week 4,Lecture 7,lec7_p2,2018-10-15,1,1
84,Week 4,Lecture 7,lec7_p3,2018-10-15,1,1
84,Week 4,Lecture 7,lec7_p4,2018-10-18,1,1
84,Week 4,Lecture 7,lec7_p5,2018-10-18,1,0
84,Week 4,Lecture 7,lec7_p6,2018-10-18,1,0
84,Week 4,Lecture 7,lec7_p7,2018-10-18,1,1
84,Week 4,Lecture 8,lec8_p0,2018-10-19,1,0
84,Week 4,Lecture 8,lec8_p1,2018-10-19,1,1
84,Week 4,Lecture 8,lec8_p2,2018-10-19,1,1
84,Week 4,Lecture 8,lec8_p3,2018-10-22,1,0
84,Week 4,Lecture 8,lec8_p4,2018-10-22,1,0
84,Week 4,Lecture 8,lec8_p5,2018-10-22,1,1
84,Week 5,Lecture 10,lec10_p0,2018-10-22,1,0
84,Week 5,Lecture 10,lec10_p1,2018-10-22,1,0
84,Week 5,Lecture 10,lec10_p2,2018-10-22,1,1
84,Week 5,Lecture 10,lec10_p3,2018-10-22,1,1
84,Week 5,Lecture 10,lec10_p4,2018-10-22,1,0
84,Week 5,Lecture 10,lec10_p5,2018-10-23,1,0
84,Week 5,Lecture 10,lec10_p6,2018-10-23,1,1
84,Week 5,Lecture 9,lec9_p0,2018-10-24,1,0
84,Week 5,Lecture 9,lec9_p1,2018-10-24,1,1
84,Week 5,Lecture 9,lec9_p2,2018-10-24,1,0
84,Week 5,Lecture 9,lec9_p3,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p0,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p1,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p2,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p3,2018-10-30,1,1
84,Week 6,Lecture 11,lec11_p4,2018-10-30,1,1
84,Week 6,Lecture 11,lec11_p5,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p6,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p7,2018-10-30,1,1
84,Week 6,Lecture 11,lec11_p8,2018-10-30,1,0
84,Week 6,Lecture 11,lec11_p9,2018-10-30,1,0
84,Week 6,Lecture 12,lec12_p0,2018-10-30,1,1
84,Week 6,Lecture 12,lec12_p1,2018-10-30,1,0
84,Week 6,Lecture 12,lec12_p2,2018-10-30,1,0
84,Week 6,Lecture 12,lec12_p3,2018-10-30,1,0
84,Week 6,Lecture 12,lec12_p4,2018-10-30,1,1
84,Week 7,Lecture 13,lec13_p0,2018-10-30,1,1
84,Week 7,Lecture 13,lec13_p1,2018-11-05,1,0
84,Week 7,Lecture 13,lec13_p2,2018-11-12,1,1
84,Week 7,Lecture 13,lec13_p3,2018-11-15,1,1
84,Week 7,Lecture 13,lec13_p4,2018-11-15,1,1
84,Week 7,Lecture 13,lec13_p5,2018-11-15,1,0
84,Week 7,Lecture 13,lec13_p6,2018-11-15,1,1
84,Week 7,Lecture 14,lec14_p0,2018-11-15,1,0
84,Week 7,Lecture 14,lec14_p1,2018-11-15,1,0
84,Week 7,Lecture 14,lec14_p2,2018-11-15,1,1
84,Week 7,Lecture 14,lec14_p3,2018-11-15,1,0
84,Week 7,Lecture 14,lec14_p4,2018-11-15,1,1
84,Week 7,Lecture 14,lec14_p5,2018-11-15,1,0
84,Week 8,Lecture 15,lec15_p0,2018-11-15,1,1
84,Week 8,Lecture 15,lec15_p1,2018-11-21,1,0
84,Week 8,Lecture 15,lec15_p2,2018-11-21,1,1
84,Week 8,Lecture 15,lec15_p3,2018-11-21,1,1
84,Week 8,Lecture 15,lec15_p4,2018-11-21,1,0
84,Week 8,Lecture 15,lec15_p5,2018-11-21,1,0
84,Week 8,Lecture 15,lec15_p6,2018-11-21,1,0
84,Week 8,Lecture 16,lec16_p0,2018-11-21,1,0
84,Week 8,Lecture 16,lec16_p1,2018-11-21,1,1
84,Week 8,Lecture 16,lec16_p2,2018-11-21,1,0
