student_id,date,minutes_on_site
14,2018-10-13,85
14,2018-10-17,16
14,2018-10-20,74
14,2018-10-24,25
14,2018-10-25,17
14,2018-10-27,27
14,2018-10-29,96
14,2018-11-03,59
14,2018-11-08,124
14,2018-11-09,20
14,2018-11-11,13
14,2018-11-19,22
14,2018-11-26,3
14,2018-11-28,17
14,2018-11-29,10
14,2018-12-06,39
14,2018-12-09,36
14,2018-12-12,47
14,2018-12-21,35
15,2018-09-18,3
16,2018-09-16,58
16,2018-09-18,20
17,2018-09-15,30
17,2018-09-17,22
17,2018-09-19,33
17,2018-09-20,29
18,2018-09-18,4
19,2018-09-16,35
19,2018-09-17,72
19,2018-09-22,23
19,2018-09-26,52
19,2018-09-27,53
19,2018-09-29,51
19,2018-10-01,30
19,2018-10-03,34
19,2018-10-14,8
19,2018-10-29,29
19,2018-10-30,35
19,2018-11-01,78
19,2018-11-02,23
19,2018-11-03,21
19,2018-11-11,3
19,2018-11-12,21
19,2018-11-13,55
19,2018-11-14,71
19,2018-11-15,41
20,2018-09-16,42
20,2018-09-21,70
20,2018-10-01,10
20,2018-10-04,30
20,2018-10-05,60
20,2018-10-11,80
20,2018-10-16,87
21,2018-09-17,24
21,2018-09-23,25
21,2018-10-15,54
21,2018-10-20,29
21,2018-10-22,21
21,2018-11-03,2
22,2018-09-18,47
22,2018-09-19,19
23,2018-09-15,97
23,2018-09-18,96
23,2018-09-21,24
23,2018-09-23,38
23,2018-09-26,145
23,2018-10-02,41
23,2018-10-03,36
23,2018-10-04,21
23,2018-10-05,53
23,2018-10-12,27
23,2018-10-15,66
23,2018-10-17,27
23,2018-10-18,67
23,2018-10-21,69
23,2018-10-25,177
23,2018-10-31,47
23,2018-11-03,25
23,2018-11-05,44
23,2018-11-06,45
23,2018-11-10,35
23,2018-11-14,17
23,2018-11-17,41
23,2018-11-19,16
23,2018-11-21,13
23,2018-11-22,75
23,2018-11-23,17
23,2018-12-04,43
23,2018-12-10,10
23,2018-12-11,123
23,2018-12-12,29
23,2018-12-13,35
23,2018-12-14,57
23,2018-12-22,32
24,2018-09-15,11
24,2018-09-16,26
24,2018-09-19,8
24,2018-09-22,14
24,2018-09-23,19
24,2018-09-25,27
24,2018-09-30,34
24,2018-10-11,38
24,2018-10-22,19
24,2018-10-30,15
24,2018-11-11,16
24,2018-11-14,37
24,2018-11-21,22
24,2018-12-02,26
24,2018-12-19,27
24,2018-12-21,26
25,2018-09-16,18
25,2018-09-23,2
26,2018-09-15,53
26,2018-09-17,29
26,2018-09-24,22
26,2018-10-01,50
26,2018-10-02,29
27,2018-09-18,52
27,2018-10-14,29
27,2018-10-23,39
27,2018-10-30,70
27,2018-11-13,10
27,2018-11-14,35
27,2018-11-22,51
27,2018-12-02,39
27,2018-12-03,62
27,2018-12-06,33
27,2018-12-10,28
27,2018-12-22,4
27,2018-12-23,20
28,2018-09-15,9
29,2018-09-17,28
29,2018-09-23,34
30,2018-09-18,45
30,2018-09-21,26
30,2018-10-08,47
30,2018-10-09,33
30,2018-10-10,15
30,2018-10-11,19
30,2018-10-15,9
30,2018-10-24,30
31,2018-09-16,17
31,2018-09-20,93
31,2018-09-21,26
32,2018-09-16,16
32,2018-09-20,19
32,2018-09-21,23
33,2018-09-16,17
33,2018-10-01,41
33,2018-10-17,8
33,2018-10-22,8
33,2018-11-02,31
33,2018-11-05,29
33,2018-11-06,44
33,2018-11-11,9
34,2018-09-17,41
34,2018-09-28,30
34,2018-10-01,1
35,2018-09-16,14
35,2018-10-03,18
36,2018-09-15,23
36,2018-09-16,23
36,2018-09-27,38
36,2018-10-05,36
36,2018-10-08,23
36,2018-10-18,34
36,2018-10-19,18
36,2018-11-19,19
37,2018-09-15,4
37,2018-10-14,5
37,2018-10-15,26
37,2018-10-22,29
38,2018-09-18,9
38,2018-09-24,30
38,2018-09-28,45
38,2018-09-30,19
38,2018-10-01,16
38,2018-10-02,23
38,2018-10-13,16
38,2018-10-18,27
38,2018-10-19,60
38,2018-10-25,17
38,2018-10-31,48
38,2018-11-23,9
38,2018-11-24,17
38,2018-12-06,20
38,2018-12-14,3
39,2018-09-18,8
39,2018-09-19,3
40,2018-09-16,30
40,2018-09-20,48
40,2018-09-26,35
41,2018-09-17,82
41,2018-10-07,42
41,2018-10-25,39
41,2018-10-28,26
41,2018-11-07,22
42,2018-09-17,33
42,2018-10-05,40
42,2018-10-06,64
42,2018-10-18,89
42,2018-10-24,53
42,2018-10-26,73
42,2018-10-27,4
42,2018-11-03,66
42,2018-11-04,18
42,2018-11-15,41
42,2018-11-19,19
42,2018-11-26,19
42,2018-11-27,90
42,2018-12-03,5
42,2018-12-04,63
42,2018-12-06,102
42,2018-12-14,15
42,2018-12-15,42
43,2018-09-18,25
44,2018-09-18,20
44,2018-09-19,8
45,2018-09-18,18
46,2018-09-16,12
46,2018-09-18,16
47,2018-09-16,152
47,2018-09-18,78
47,2018-09-19,113
47,2018-09-21,36
47,2018-09-24,10
47,2018-09-29,43
47,2018-09-30,35
47,2018-10-02,37
47,2018-10-03,25
47,2018-10-05,19
47,2018-10-06,43
47,2018-10-14,51
47,2018-10-15,87
47,2018-10-16,22
47,2018-10-18,165
47,2018-10-20,65
47,2018-10-21,7
47,2018-10-22,131
47,2018-10-23,111
47,2018-10-25,54
47,2018-10-31,43
47,2018-11-01,91
47,2018-11-03,41
47,2018-11-25,90
47,2018-11-27,11
47,2018-12-03,57
47,2018-12-07,36
47,2018-12-08,28
47,2018-12-10,13
47,2018-12-13,99
47,2018-12-15,56
47,2018-12-18,20
48,2018-09-15,27
49,2018-09-16,34
49,2018-09-21,11
49,2018-09-23,47
49,2018-09-25,69
49,2018-10-02,33
49,2018-10-03,30
49,2018-10-14,22
50,2018-09-15,37
50,2018-09-21,30
51,2018-09-18,30
51,2018-09-19,27
52,2018-09-16,25
53,2018-09-15,13
53,2018-09-30,18
53,2018-10-02,26
53,2018-10-05,24
53,2018-10-08,3
53,2018-10-17,37
53,2018-11-06,14
53,2018-11-09,4
53,2018-11-23,48
53,2018-12-02,26
53,2018-12-04,33
54,2018-09-17,13
54,2018-09-28,22
54,2018-10-03,30
54,2018-10-18,10
55,2018-09-18,20
55,2018-09-19,35
55,2018-09-25,25
55,2018-09-29,98
55,2018-10-12,49
55,2018-10-15,38
55,2018-10-20,16
55,2018-10-21,55
55,2018-10-26,13
55,2018-11-08,28
55,2018-11-21,42
55,2018-11-22,28
55,2018-11-29,36
55,2018-12-06,10
56,2018-09-16,21
56,2018-09-22,3
56,2018-09-30,14
57,2018-09-15,15
57,2018-09-16,32
57,2018-09-18,27
57,2018-09-25,67
57,2018-09-28,3
58,2018-09-17,21
58,2018-09-18,14
58,2018-10-03,60
59,2018-09-17,49
59,2018-10-13,22
59,2018-11-08,15
59,2018-11-13,20
59,2018-12-06,12
59,2018-12-07,20
59,2018-12-08,29
59,2018-12-16,21
59,2018-12-18,30
59,2018-12-20,28
59,2018-12-23,2
60,2018-09-15,16
60,2018-09-22,26
60,2018-09-26,40
61,2018-09-16,39
61,2018-09-21,35
61,2018-09-22,27
61,2018-09-23,25
61,2018-10-04,20
61,2018-10-11,22
61,2018-10-29,32
61,2018-11-14,7
61,2018-12-13,7
61,2018-12-20,24
62,2018-09-16,38
62,2018-09-18,21
62,2018-09-28,12
63,2018-09-17,33
63,2018-09-18,11
64,2018-09-18,193
64,2018-09-19,75
64,2018-09-28,33
64,2018-09-30,25
64,2018-10-01,77
64,2018-10-02,81
64,2018-10-03,54
64,2018-10-08,47
64,2018-10-20,19
64,2018-11-09,6
64,2018-11-15,9
64,2018-11-17,19
64,2018-11-21,25
64,2018-12-18,18
64,2018-12-19,16
65,2018-09-15,35
65,2018-09-19,8
65,2018-09-21,32
65,2018-09-25,20
66,2018-09-18,19
66,2018-09-20,25
67,2018-09-15,53
67,2018-09-21,18
67,2018-09-24,19
67,2018-10-01,29
68,2018-09-15,28
69,2018-09-15,23
69,2018-09-19,10
69,2018-09-23,26
69,2018-09-24,35
69,2018-09-28,183
69,2018-10-03,61
69,2018-10-04,26
69,2018-10-07,25
69,2018-10-08,16
69,2018-10-09,32
69,2018-10-10,27
69,2018-10-14,18
69,2018-10-22,24
69,2018-10-28,25
69,2018-10-30,19
69,2018-11-05,62
69,2018-11-06,14
69,2018-11-14,151
69,2018-11-16,18
70,2018-09-16,6
70,2018-09-30,18
70,2018-10-05,20
70,2018-10-10,2
71,2018-09-15,14
72,2018-09-17,5
72,2018-09-18,44
73,2018-09-17,23
73,2018-09-30,28
73,2018-10-04,40
73,2018-10-05,37
73,2018-10-07,29
73,2018-10-13,16
73,2018-10-19,7
73,2018-10-21,39
74,2018-09-16,6
74,2018-10-05,75
75,2018-09-15,50
76,2018-09-17,48
76,2018-09-21,14
76,2018-09-25,47
76,2018-10-30,46
76,2018-10-31,30
77,2018-09-18,48
77,2018-09-20,28
77,2018-09-21,90
77,2018-09-26,82
77,2018-10-04,37
77,2018-10-08,19
77,2018-10-17,6
77,2018-10-19,39
78,2018-09-18,50
78,2018-09-22,8
79,2018-09-16,24
80,2018-09-18,1
80,2018-09-21,21
80,2018-09-22,52
80,2018-09-26,22
80,2018-10-03,21
80,2018-10-07,23
80,2018-10-16,49
80,2018-10-27,19
80,2018-10-30,24
80,2018-11-04,33
80,2018-11-09,14
80,2018-11-10,1
80,2018-11-16,18
80,2018-11-17,15
80,2018-11-22,13
80,2018-11-27,14
81,2018-09-15,30
81,2018-09-24,17
81,2018-10-28,3
81,2018-11-04,2
81,2018-11-08,26
81,2018-11-09,4
81,2018-11-16,30
81,2018-11-18,20
81,2018-11-23,21
82,2018-09-15,8
83,2018-09-18,20
83,2018-09-23,38
83,2018-09-27,64
83,2018-10-02,19
83,2018-10-05,114
83,2018-10-14,44
83,2018-10-16,22
83,2018-10-17,15
83,2018-10-18,22
83,2018-10-27,1
83,2018-10-29,60
83,2018-10-31,8
83,2018-11-01,47
83,2018-11-08,18
83,2018-11-27,93
83,2018-12-20,22
83,2018-12-23,11
84,2018-09-17,109
84,2018-09-20,40
84,2018-09-22,46
84,2018-09-24,18
84,2018-09-25,30
84,2018-09-30,54
84,2018-10-01,45
84,2018-10-02,59
84,2018-10-03,65
84,2018-10-04,10
84,2018-10-05,24
84,2018-10-06,17
84,2018-10-09,25
84,2018-10-12,18
84,2018-10-15,90
84,2018-10-18,136
84,2018-10-19,119
84,2018-10-22,109
84,2018-10-23,38
84,2018-10-24,37
84,2018-10-30,69
84,2018-11-05,103
84,2018-11-09,9
84,2018-11-12,84
84,2018-11-15,76
84,2018-11-16,20
84,2018-11-21,41
84,2018-11-22,36
84,2018-11-23,80
84,2018-11-26,41
84,2018-12-01,34
84,2018-12-04,62
84,2018-12-06,15
84,2018-12-08,86
84,2018-12-11,38
84,2018-12-12,32
84,2018-12-19,89
84,2018-12-23,24
85,2018-09-17,25
85,2018-09-18,28
85,2018-09-22,28
85,2018-09-23,23
85,2018-10-03,11
85,2018-10-15,21
85,2018-10-16,59
85,2018-10-17,14
86,2018-09-15,22
86,2018-09-18,16
87,2018-09-17,29
88,2018-09-15,76
88,2018-09-16,64
88,2018-09-19,46
88,2018-09-25,27
88,2018-09-26,8
88,2018-10-11,27
88,2018-10-17,4
88,2018-11-09,102
88,2018-11-16,77
88,2018-11-22,36
88,2018-11-26,31
88,2018-12-07,22
88,2018-12-08,103
88,2018-12-12,37
88,2018-12-14,21
89,2018-09-17,28
90,2018-09-15,8
91,2018-09-18,30
91,2018-09-21,21
91,2018-09-22,20
91,2018-09-23,9
91,2018-10-01,10
92,2018-09-15,24
92,2018-09-23,65
92,2018-09-30,33
92,2018-10-03,96
92,2018-10-06,66
92,2018-10-08,51
92,2018-10-14,54
92,2018-10-15,68
92,2018-10-20,100
92,2018-10-29,20
92,2018-10-30,112
92,2018-11-02,82
92,2018-11-05,49
92,2018-11-08,85
92,2018-11-11,37
92,2018-11-17,26
92,2018-11-18,58
92,2018-11-20,31
92,2018-11-22,75
92,2018-11-23,35
92,2018-11-28,44
92,2018-12-03,91
92,2018-12-04,46
92,2018-12-09,18
92,2018-12-16,18
92,2018-12-20,20
92,2018-12-21,170
92,2018-12-22,43
92,2018-12-23,301
93,2018-09-16,20
93,2018-09-19,24
93,2018-10-10,29
93,2018-10-17,28
93,2018-11-18,19
93,2018-12-15,8
93,2018-12-18,39
93,2018-12-21,3
93,2018-12-22,44
94,2018-09-16,10
94,2018-09-22,12
94,2018-09-25,29
94,2018-10-05,4
94,2018-10-22,18
94,2018-10-23,26
94,2018-10-28,30
94,2018-10-29,26
94,2018-10-30,12
94,2018-10-31,37
94,2018-11-01,21
94,2018-11-17,45
95,2018-09-17,182
95,2018-09-18,34
95,2018-09-19,30
95,2018-09-20,64
95,2018-09-21,34
95,2018-09-24,36
95,2018-09-27,52
95,2018-09-28,61
95,2018-10-03,37
95,2018-10-04,70
95,2018-10-05,35
95,2018-10-09,53
95,2018-10-11,114
95,2018-10-12,21
95,2018-10-14,130
95,2018-10-17,56
95,2018-10-18,54
95,2018-10-29,175
95,2018-10-30,68
95,2018-11-01,28
95,2018-11-13,264
95,2018-11-15,79
95,2018-11-16,55
95,2018-11-17,36
95,2018-11-18,26
95,2018-11-21,18
95,2018-11-24,21
95,2018-11-25,8
95,2018-11-26,23
95,2018-11-27,14
95,2018-11-30,18
95,2018-12-02,19
95,2018-12-03,13
95,2018-12-06,25
95,2018-12-07,17
95,2018-12-08,7
95,2018-12-09,1
95,2018-12-14,8
95,2018-12-15,23
95,2018-12-16,12
95,2018-12-18,10
95,2018-12-20,21
96,2018-09-18,104
96,2018-09-28,32
96,2018-09-30,65
96,2018-10-04,111
96,2018-10-24,56
96,2018-10-25,24
96,2018-10-28,52
96,2018-11-17,12
96,2018-11-24,92
96,2018-12-02,106
96,2018-12-06,64
96,2018-12-17,33
96,2018-12-21,51
96,2018-12-22,36
97,2018-09-17,38
97,2018-09-18,43
97,2018-09-19,17
97,2018-09-29,30
97,2018-10-03,18
97,2018-10-10,20
97,2018-10-16,33
97,2018-10-29,26
98,2018-09-15,15
98,2018-09-27,36
98,2018-10-04,16
98,2018-10-05,33
98,2018-10-06,22
99,2018-09-18,22
99,2018-09-21,44
100,2018-09-18,6
100,2018-09-24,7
100,2018-10-03,15
100,2018-10-04,23
101,2018-09-17,8
102,2018-09-18,29
102,2018-09-19,55
102,2018-09-29,7
102,2018-10-14,58
102,2018-10-20,28
102,2018-10-21,61
102,2018-10-23,26
102,2018-10-24,21
102,2018-11-02,41
102,2018-11-08,43
102,2018-11-09,31
102,2018-11-12,89
102,2018-11-18,36
102,2018-11-22,90
102,2018-11-23,64
102,2018-11-25,37
102,2018-11-27,40
102,2018-12-07,75
103,2018-09-17,7
103,2018-09-21,2
104,2018-09-16,24
104,2018-09-18,7
105,2018-09-17,13
106,2018-09-16,14
106,2018-09-24,23
106,2018-10-02,11
106,2018-10-16,30
106,2018-10-20,32
106,2018-10-31,25
106,2018-11-13,11
106,2018-11-16,29
106,2018-11-26,49
107,2018-09-16,17
107,2018-09-23,39
108,2018-09-16,17
108,2018-10-05,22
109,2018-09-15,15
110,2018-09-16,41
110,2018-09-20,39
110,2018-09-30,36
110,2018-10-02,35
110,2018-10-03,25
110,2018-10-08,6
110,2018-10-17,23
110,2018-10-18,63
110,2018-10-20,25
110,2018-10-27,64
111,2018-09-17,27
111,2018-09-20,9
111,2018-09-27,9
111,2018-10-09,11
111,2018-10-20,15
111,2018-10-23,12
111,2018-10-29,26
112,2018-09-17,49
112,2018-09-22,35
113,2018-09-18,42
113,2018-09-30,81
113,2018-10-02,9
113,2018-10-09,46
113,2018-10-10,32
113,2018-10-11,55
113,2018-10-12,111
113,2018-10-13,19
113,2018-10-18,28
113,2018-10-22,13
113,2018-10-30,28
113,2018-11-06,74
113,2018-11-09,30
113,2018-11-11,42
113,2018-11-12,173
113,2018-11-14,37
113,2018-11-16,19
113,2018-11-19,20
113,2018-11-20,47
113,2018-11-22,48
113,2018-11-24,52
113,2018-11-26,220
113,2018-12-01,24
113,2018-12-04,74
113,2018-12-05,73
113,2018-12-17,99
113,2018-12-18,204
113,2018-12-20,29
114,2018-09-17,49
114,2018-09-18,38
114,2018-09-21,3
114,2018-09-22,56
114,2018-09-23,31
114,2018-09-24,38
114,2018-09-25,5
114,2018-10-01,4
114,2018-10-02,146
114,2018-10-15,27
114,2018-10-19,25
114,2018-10-25,45
114,2018-11-01,24
114,2018-11-06,70
114,2018-11-07,57
114,2018-11-14,32
114,2018-11-15,17
114,2018-11-22,18
114,2018-12-05,23
114,2018-12-07,61
114,2018-12-08,15
114,2018-12-17,59
114,2018-12-21,28
115,2018-09-15,15
115,2018-09-19,21
115,2018-09-22,46
115,2018-10-01,94
115,2018-10-03,117
115,2018-10-13,35
115,2018-10-22,19
116,2018-09-15,57
116,2018-09-16,14
116,2018-09-17,33
116,2018-09-28,3
116,2018-10-28,27
116,2018-11-18,79
116,2018-11-24,80
116,2018-12-01,26
116,2018-12-03,11
116,2018-12-04,38
116,2018-12-08,20
116,2018-12-14,120
116,2018-12-15,27
116,2018-12-16,13
117,2018-09-17,35
117,2018-09-25,5
117,2018-09-28,22
117,2018-10-09,13
118,2018-09-17,46
118,2018-09-29,51
119,2018-09-18,7
119,2018-09-25,50
119,2018-09-26,206
119,2018-09-27,111
119,2018-09-28,21
119,2018-10-01,70
119,2018-10-02,45
119,2018-10-03,146
119,2018-10-04,31
119,2018-10-05,24
119,2018-10-06,15
119,2018-10-10,67
119,2018-10-11,36
119,2018-10-13,12
119,2018-10-24,26
119,2018-10-29,61
119,2018-11-01,101
119,2018-11-02,20
119,2018-11-05,13
119,2018-11-07,20
119,2018-11-08,34
119,2018-11-12,26
119,2018-11-20,12
119,2018-11-23,42
119,2018-11-26,34
119,2018-11-27,90
119,2018-11-30,63
119,2018-12-03,27
119,2018-12-08,27
119,2018-12-11,37
119,2018-12-13,145
119,2018-12-18,141
119,2018-12-22,26
120,2018-09-18,59
120,2018-09-28,54
120,2018-10-05,26
120,2018-10-06,12
120,2018-10-12,16
120,2018-10-19,29
120,2018-10-23,56
120,2018-11-13,88
120,2018-11-14,32
120,2018-11-15,62
120,2018-11-16,106
120,2018-11-17,71
120,2018-11-18,14
120,2018-11-20,41
120,2018-11-25,26
120,2018-11-27,63
120,2018-12-08,208
120,2018-12-11,43
120,2018-12-17,46
120,2018-12-19,54
121,2018-09-15,53
122,2018-09-16,8
122,2018-09-21,20
122,2018-09-26,15
123,2018-09-18,27
124,2018-09-17,16
124,2018-09-28,21
125,2018-09-17,34
125,2018-09-19,34
125,2018-10-02,16
126,2018-09-17,103
126,2018-09-20,110
126,2018-09-22,64
126,2018-09-23,65
126,2018-09-25,31
126,2018-09-30,30
126,2018-10-05,29
127,2018-09-15,94
127,2018-09-21,32
127,2018-09-26,51
127,2018-09-27,102
127,2018-10-02,83
127,2018-10-04,13
127,2018-10-07,53
127,2018-10-09,58
127,2018-10-10,62
127,2018-10-14,17
127,2018-10-17,48
127,2018-10-18,19
127,2018-10-19,75
127,2018-10-20,105
127,2018-10-30,46
127,2018-10-31,30
127,2018-11-02,28
127,2018-11-05,150
127,2018-11-06,73
127,2018-11-08,52
127,2018-11-09,197
127,2018-11-10,114
127,2018-11-13,48
127,2018-11-22,44
127,2018-11-26,15
127,2018-11-27,10
127,2018-11-28,70
127,2018-12-07,14
127,2018-12-08,24
127,2018-12-09,37
127,2018-12-10,28
127,2018-12-11,52
127,2018-12-12,35
127,2018-12-17,155
127,2018-12-23,23
128,2018-09-18,13
128,2018-09-21,43
129,2018-09-17,13
129,2018-09-18,46
129,2018-09-19,22
129,2018-09-26,44
129,2018-09-29,42
129,2018-10-09,48
129,2018-10-12,30
129,2018-10-13,72
129,2018-10-27,34
129,2018-10-28,38
129,2018-10-31,30
129,2018-11-01,123
129,2018-11-02,71
129,2018-11-08,159
129,2018-11-09,120
129,2018-11-10,171
129,2018-11-11,24
129,2018-11-12,66
129,2018-11-20,57
129,2018-11-21,99
129,2018-11-22,45
129,2018-11-23,83
129,2018-11-25,19
129,2018-11-28,45
129,2018-11-29,21
129,2018-11-30,199
129,2018-12-01,57
129,2018-12-02,88
129,2018-12-03,37
129,2018-12-04,65
129,2018-12-05,4
129,2018-12-08,21
129,2018-12-09,26
129,2018-12-10,29
129,2018-12-15,25
129,2018-12-16,39
129,2018-12-17,26
129,2018-12-19,23
129,2018-12-20,27
129,2018-12-22,9
130,2018-09-18,69
130,2018-09-22,48
130,2018-09-24,66
130,2018-09-26,73
130,2018-09-27,139
130,2018-09-28,18
130,2018-10-04,20
130,2018-10-18,26
130,2018-10-20,57
130,2018-10-22,53
130,2018-10-23,133
130,2018-10-28,31
130,2018-10-29,25
130,2018-10-30,4
130,2018-11-04,29
130,2018-11-08,40
130,2018-11-16,31
130,2018-11-20,45
130,2018-11-23,46
130,2018-11-24,12
130,2018-11-27,86
130,2018-11-28,148
130,2018-12-09,159
130,2018-12-10,78
130,2018-12-18,23
130,2018-12-20,58
130,2018-12-23,47
131,2018-09-16,40
131,2018-09-17,6
131,2018-10-06,13
131,2018-10-16,32
131,2018-10-21,16
132,2018-09-15,11
132,2018-09-22,47
132,2018-09-27,17
132,2018-09-28,42
133,2018-09-17,7
133,2018-10-04,21
133,2018-10-06,63
134,2018-09-18,34
134,2018-09-26,10
134,2018-10-05,23
134,2018-10-15,26
134,2018-10-16,44
135,2018-09-17,2
135,2018-09-18,31
135,2018-09-19,10
135,2018-10-09,4
135,2018-10-20,38
135,2018-10-23,80
135,2018-12-21,30
136,2018-09-15,31
136,2018-09-29,11
136,2018-09-30,20
137,2018-09-16,41
137,2018-09-17,39
137,2018-09-28,42
138,2018-09-16,18
139,2018-09-18,21
140,2018-09-18,23
140,2018-09-25,9
140,2018-10-19,47
140,2018-10-20,35
140,2018-10-26,14
140,2018-11-19,44
140,2018-11-20,15
141,2018-09-15,6
142,2018-09-17,30
142,2018-09-20,26
142,2018-09-21,26
142,2018-09-27,30
142,2018-09-28,22
142,2018-10-07,14
142,2018-10-10,20
142,2018-10-13,15
142,2018-10-15,30
142,2018-10-16,40
142,2018-10-19,20
142,2018-10-20,17
142,2018-10-25,44
143,2018-09-17,37
143,2018-10-09,12
143,2018-10-10,31
143,2018-10-14,64
144,2018-09-17,24
144,2018-10-03,22
144,2018-10-11,12
144,2018-10-17,18
144,2018-10-20,26
144,2018-10-21,31
144,2018-10-24,21
144,2018-10-28,10
144,2018-10-29,52
144,2018-10-30,12
144,2018-11-16,30
144,2018-11-17,28
145,2018-09-15,22
145,2018-09-21,44
145,2018-09-28,12
145,2018-10-08,38
145,2018-10-11,1
145,2018-10-25,12
145,2018-10-27,7
145,2018-10-31,20
145,2018-11-11,17
145,2018-11-15,18
145,2018-11-18,26
145,2018-11-26,22
145,2018-11-27,28
145,2018-11-28,29
145,2018-12-01,8
145,2018-12-02,24
145,2018-12-06,32
145,2018-12-07,26
146,2018-09-18,76
146,2018-09-21,23
146,2018-09-29,50
146,2018-10-04,23
146,2018-10-07,114
146,2018-10-08,51
146,2018-10-09,17
146,2018-10-11,131
146,2018-10-13,120
146,2018-10-14,75
146,2018-10-17,39
146,2018-10-19,82
146,2018-10-24,133
146,2018-10-30,91
146,2018-11-04,31
146,2018-11-05,79
146,2018-11-06,162
146,2018-11-10,197
146,2018-11-11,58
146,2018-11-13,65
146,2018-11-15,44
146,2018-11-16,13
146,2018-11-18,22
146,2018-11-19,59
146,2018-11-21,107
146,2018-11-22,64
146,2018-11-26,17
146,2018-11-27,53
146,2018-11-28,25
146,2018-11-29,28
146,2018-11-30,68
146,2018-12-07,29
146,2018-12-09,30
146,2018-12-13,17
146,2018-12-14,28
146,2018-12-15,1
146,2018-12-19,1
146,2018-12-22,22
146,2018-12-23,30
147,2018-09-16,40
147,2018-09-18,23
147,2018-09-26,30
147,2018-10-02,2
148,2018-09-15,37
148,2018-09-16,58
149,2018-09-15,27
149,2018-09-27,7
149,2018-10-01,10
150,2018-09-17,15
150,2018-09-29,16
150,2018-09-30,21
150,2018-10-03,48
150,2018-10-06,34
150,2018-10-15,15
150,2018-10-17,30
150,2018-10-23,18
150,2018-10-25,36
150,2018-11-10,59
150,2018-11-12,24
150,2018-11-26,18
151,2018-09-15,44
151,2018-09-28,37
151,2018-10-05,21
151,2018-10-06,12
151,2018-10-12,20
152,2018-09-18,50
152,2018-09-22,28
152,2018-09-28,29
152,2018-09-29,28
152,2018-10-08,40
152,2018-10-10,34
152,2018-10-16,1
152,2018-10-17,59
152,2018-10-20,227
152,2018-10-22,63
152,2018-10-24,21
152,2018-10-26,32
152,2018-11-01,162
152,2018-11-03,16
152,2018-11-08,50
152,2018-11-09,94
152,2018-11-10,10
152,2018-11-12,166
152,2018-11-24,79
152,2018-11-25,26
152,2018-11-26,10
152,2018-12-11,67
152,2018-12-21,17
152,2018-12-22,8
152,2018-12-23,30
153,2018-09-18,15
153,2018-09-19,36
153,2018-09-29,54
153,2018-09-30,48
154,2018-09-15,3
154,2018-09-22,3
154,2018-10-02,20
154,2018-10-09,42
155,2018-09-18,11
155,2018-10-13,10
155,2018-11-02,5
155,2018-11-03,27
156,2018-09-18,26
156,2018-09-23,29
157,2018-09-17,61
158,2018-09-16,54
158,2018-09-17,29
158,2018-09-23,34
158,2018-09-29,38
158,2018-10-04,68
158,2018-10-07,112
158,2018-10-09,70
158,2018-10-10,55
158,2018-10-12,113
158,2018-10-14,88
158,2018-10-18,96
158,2018-10-19,71
